,Unnamed: 0,human_text,machine_text,title,tags,undername,href,views,rating
285,285,"






Газовые хранилища в Европе заполнены более чем на 90%, свидетельствуют данные Gas Infrastructure Europe. Газохранилища восьми европейских стран превысили уровень 90%. Наиболее заполнены газохранилища Хорватии, Дании, Франции, Германии, �талии, Нидерландов, Польши, �спании и Швеции.
Запасы газа в �нчукалнском ПХГ в Латвии находятся на самом низком уровне среди стран Евросоюза — 53%. Это хранилище отвечает за резервное газоснабжение Латвии, Литвы, Эстонии и Финляндии. Хранилища Португалии заполнены на 100%.
С января поставки российского газа в Европу в годовом выражении снизились на 45% (до 45 млрд кубометров). В третьем квартале импорт составил менее 10 млрд куб. м (сокращение на 70% год к году). Экспорт в страны Европы увеличила Норвегия — с начала года на 8% (6 млрд куб. м), Азербайджан — на 50% (2,5 млрд куб. м). Основной источник замещения российских поставок — импорт СПГ, он вырос на 65%.
Подробнее — в материале «Газ занимает предоставленный объем».
Анастасия Ларина

",0,"

        Европа заполнила газохранилища на 90%

    ",['Бизнес'],"

        Европа заполнила газохранилища на 90%

    ",https://www.kommersant.ru/doc/5596187,,1
286,286,"






Росавиация в 37-й раз продлила режим ограничения на полеты в 11 аэропортов юга и центральной части России. Запрет будет действовать до 16 октября. В прошлый раз его продлевали 30 сентября.
Полеты ограничены в аэропорты городов Анапа, Белгород, Брянск, Воронеж, Геленджик, Краснодар, Курск, Липецк, Ростов-на-Дону, Симферополь и Элиста. Все остальные российские аэропорты работают штатно.
Авиакомпаниям рекомендовали использовать альтернативные маршруты через аэропорты Сочи, Волгограда, Минеральных Вод, Ставрополя и Москвы.
Аэропорты юга России прекратили работу с 4:47 24 февраля из-за начала военной операции на Украине. С этого дня Росавиация регулярно продлевает запрет на полеты.


Военная операция на Украине — фотогалерея
















                    Читать далее

                    






",0,"

        Росавиация продлила ограничение полетов на юг России до 16 октября

    ",['Бизнес'],"

        Росавиация продлила ограничение полетов на юг России до 16 октября

    ",https://www.kommersant.ru/doc/5596135,,1
287,287,"






Премьер-министр Польши Матеуш Моравецкий раскритиковал Германию за решение заморозить цены на газ в стране. Господин Моравецкий обвинил ФРГ в нарушении принципов единого рынка Евросоюза (ЕС). Он также предложил приостановить действие системы квот на вредные выбросы в ЕС на год-два.






Выйти из полноэкранного режима








Развернуть на весь экран













Матеуш МоравецкийФото: Eva Korinkova, Reuters








Матеуш МоравецкийФото: Eva Korinkova, Reuters




Польский премьер поднял эту тему накануне на полях начавшегося в Праге неформального саммита ЕС. По его словам, власти Германии решили выделить €200 млрд на поддержку своей экономики, «не оглядываясь ни на кого». Он назвал эту сумму гигантской. Матеуш Моравецкий отметил, что раньше ФРГ предостерегала другие страны Европы от подобных мер.
«Во время последнего финансового кризиса и также последнего кризиса, связанного с COVID, Германия любила поучать другие государства, что нельзя использовать собственные финансовые механизмы, что это ведет к раздуванию бюджетного дефицита, увеличивает долг…�тальянцы и французы не могли этого делать, поляки не могли, а они могут. Если это равный и справедливый подход к нормам единого европейского рынка, то я тут чего-то не понимаю»,— заявил премьер Польши (цитата по «Р�А Новости»). 
Он добавил, что этот вопрос обсудят во время второго дня саммита ЕС сегодня, 7 октября. По словам господина Моравецкого, «будет интенсивная дискуссия». «Я говорил с несколькими европейскими лидерами, и все критически относятся к этому немецкому предложению для своих потребителей. Либо у нас единый рынок и мы применяем одинаковые нормы, либо у нас его нет, этого единого рынка»,— убежден он. Кто еще недоволен действиями Германии, премьер не уточнил.
Кроме того, Матеуш Моравецкий считает нужным как минимум на год или два приостановить действие системы ETS (система торговли квотами на углеродные выбросы в ЕС). «Мы не должны для этого ни о чем просить Норвегию, США, Катар или тем более Россию»",0,"

        Премьер Польши обвинил Германию в нарушении рыночных принципов ЕС

    ",['Бизнес'],"

        Премьер Польши обвинил Германию в нарушении рыночных принципов ЕС

    ",https://www.kommersant.ru/doc/5596074,,0
288,288,"






Посол РФ в �талии Сергей Разов назвал спекуляциями мнение ряда европейских стран о том, что Россия причастна к ЧП на газопроводах «Северный поток» и «Северный поток-2». По его мнению, эти предположения возникли «под влиянием русофобской пропаганды».






Выйти из полноэкранного режима








Развернуть на весь экран













Посол РФ в �талии Сергей РазовФото: Пресс-служба М�Д Росии








Посол РФ в �талии Сергей РазовФото: Пресс-служба М�Д Росии




«Сейчас идут эти спекуляции, что русские сами взорвали свой газопровод. Я понимаю, что под влиянием русофобской пропаганды у людей могут сложиться разные мнения о россиянах, о руководителях России, но я вас уверяю, что у нас нет идиотов»,— заявил посол в эфире итальянского телеканала Rai1 (цитата по «Р�А Новости»).


Где повреждены «Северный поток» и «Северный поток-2»




                    Читать далее

                    





26 сентября в «Северном потоке» и «Северном потоке-2» резко упало давление. Дания выявила в газопроводе «огромную» утечку. Швеция по итогам расследования сообщила, что причиной послужили взрывы. Кто именно их осуществил, не уточняется. 
О возможной причастности России к ЧП говорили Великобритания, Германия, Польша. В Кремле считают эти предположения «глупыми и абсурдными». Владимир Путин утверждал, что взрывы организовали англосаксы. Однако у Москвы нет данных о причастности к диверсии западных спецслужб. Президент США Джо Байден назвал версию российского президента ложью.
Подробности — в материале «Ъ» «Обвинения поставили на поток».
Лаура Кеффер

",0,"

        Посол РФ — о подозрениях в причастности России к ЧП на «Северных потоках»: у нас нет идиотов

    ",['Аварии на «Северных потоках»'],"

        Посол РФ — о подозрениях в причастности России к ЧП на «Северных потоках»: у нас нет идиотов

    ",https://www.kommersant.ru/doc/5596068,,0
289,289,"






Госсекретарь США Энтони Блинкен назвал «разочаровывающим и недальновидным» решение ОПЕК+ сократить объемы добычи нефти с ноября на 2 млн баррелей в сутки (барр./сут.). Он сообщил, что Вашингтон обдумывает ответные меры, в том числе в области отношений с Саудовской Аравией.
Господин Блинкен затронул эту тему на пресс-конференции в Лиме после встречи с главой М�Д Перу Сесаром Ландой. Госсекретарь считает, что предложение на рынке энергоносителей «должно соответствовать спросу», передает ТАСС. На вопрос о возможной переоценке отношений с Саудовской Аравией он не дал конкретного ответа.
«Что касается дальнейших отношений (с Саудовской Аравией.— ""Ъ""), мы рассматриваем ряд вариантов ответных действий... Мы будем учитывать все наши интересы и тесно консультироваться со всеми заинтересованными сторонами при принятии решений о дальнейших шагах»,— сказал госсекретарь (цитата по Reuters).
Страны ОПЕК+ согласовали сокращение добычи на заседании 5 октября. Квоты Саудовской Аравии и России снизятся на 500 тыс. барр./сут. Президент США Джо Байден счел это решение «близоруким». Белый дом упрекнул ОПЕК+ за солидарность с Россией. По данным Bloomberg, Саудовская Аравия снизила цены на нефть для Европы и повысила для США.
Подробности — в материале «Ъ» «ОПЕК+ засушила рукава».
Лаура Кеффер

",0,"

        США готовят ответ на решение ОПЕК+ о сокращении добычи нефти

    ",['Нефть. Добыча и переработка'],"

        США готовят ответ на решение ОПЕК+ о сокращении добычи нефти

    ",https://www.kommersant.ru/doc/5596089,,0
290,290,"






Билеты на популярные в последние две недели зарубежные и приграничные российские направления подешевели до уровня месячной давности. Например, срочный вылет в Стамбул или Дубай, который после объявления частичной мобилизации мог обойтись в 600–700 тыс. руб., сейчас можно найти за 20 тыс. и 40 тыс. руб. соответственно. В авиакомпаниях подтверждают, что спрос упал от полутора до двух раз на отдельных рейсах, а глубина бронирования вернулась к обычным уровням: от недели до месяца.






Выйти из полноэкранного режима








Развернуть на весь экран













Фото: Анатолий Жданов, Коммерсантъ








Фото: Анатолий Жданов, Коммерсантъ




Цены на авиабилеты из России на востребованные международные направления, подскочившие после 21 сентября в десятки раз, резко снизились. По ряду направлений их стоимость сейчас значительно ниже, чем была до объявления частичной мобилизации. 
С начала недели по 5 октября спрос на основные международные направления, по разным оценкам, упал в 1,5–2 раза.“Ъ” сравнил цены на билеты на сайтах крупных российских перевозчиков с датой вылета на 8 и 14 октября на момент публикации относительно цен в середине сентября, то есть до объявления мобилизации. По данным нескольких источников в билетных агрегаторах, перелет в Дубай 15 сентября при глубине бронирования в 1–2 дня до вылета стоил в среднем 60–70 тыс. руб., при покупке за неделю — 56 тыс. руб. В первые дни мобилизации билеты продавались за 300–500 тыс. руб. (см. “Ъ” от 21 сентября). На 7 октября и через неделю прямые рейсы туда доступны от 38 тыс. руб. («Аэрофлот» и Flydubai).
Перелет в Ереван стоил от 19 тыс. руб. за сутки и 14 тыс. руб. за неделю. Сейчас — в среднем 11–14 тыс. руб. на 8 октября и 10–12 тыс. руб. неделей позже. На пике спроса цены достигали 200 тыс. руб.
Перелет в Стамбул, стоивший 45 тыс. и 34 тыс. руб. соответственно, сейчас доступен за 19–25 тыс. руб. на 7 октября (S7, Red Wings, «Азимут» и «Ямал»), 30 тыс.— на 8 октября и 18–22 тыс. руб.— через неделю. Рейсы",0,"

        Авиабилеты мобилизацию закончили

    ",['Авиарынок �\xa0оссии и мира'],"

            Упали цены на перелеты за рубеж

        ",https://www.kommersant.ru/doc/5595900,,1
291,291,"






Атомная энергетика, интерес к которой постепенно возрастал в последние годы из-за климатической повестки, теперь имеет все реальные шансы на новое возрождение. Энергетический кризис и беспрецедентный рост цен на все виды ископаемого топлива заставляет мир возвращаться к ядерным технологиям. “Ъ” разбирался, в каких странах начнется вторая волна «ядерного ренессанса» и какие перспективы есть у России на мировом рынке, учитывая текущую геополитическую обстановку.






Выйти из полноэкранного режима








Развернуть на весь экран













Фото: Олег Харсеев, Коммерсантъ








Фото: Олег Харсеев, Коммерсантъ




Летом текущего года впервые после аварии на японской АЭС «Фукусима» в 2011 году МАГАТЭ не снизило, а, наоборот, увеличило свой прогноз по росту общей мощности АЭС в мире. Суммарный объем атомной энергетики, по оценкам агентства, к 2050 году как минимум не упадет, а в оптимистичном сценарии вырастет более чем вдвое, до 873 ГВт.
В текущем году о возрождении атомной отрасли заявили страны, некогда занимавшие лидирующие позиции в ядерных технологиях: власти Японии спустя десять лет застоя задумались о строительстве новых станций, Франция, Великобритания и Южная Корея объявили о довольно амбициозных атомных программах, а США решили продлевать срок работы своих АЭС. Даже самые нетерпимые к мирному атому власти Германии вынуждены отказываться от закрытия своих последних энергоблоков хотя бы на предстоящую зиму.






Выйти из полноэкранного режима








Развернуть на весь экран



































Долгоживущий атом
Пока перед западными странами с заметной долей атомной энергии стоит задача хотя бы заместить выбывающие старые станции. Средний возраст реактора в США и ЕС в середине 2020 года превысил 35 и 40 лет соответственно, отмечает Олег Колобов из ЦСР. «Если старые реакторы там активно выводятся из эксплуатации, то проекты по строительству новых сталкиваются с разрастающейся сметной стоимостью, длительными задержками, а также поиском ",0,"

        Силы мировой реакции

    ",['Атомная энергетика'],"

            Как глобальный энергетический кризис повлияет на возрождение атомной отрасли

        ",https://www.kommersant.ru/doc/5595872,,1
292,292,"






�стория пока не знает прецедентов полностью коммерческой реализации проекта строительства даже одной АЭС, не говоря уже о масштабном переходе к атомной энергетике. Атомная энергетическая программа — это всегда политический и государственный проект, что объясняется рядом объективных обстоятельств.






Выйти из полноэкранного режима








Развернуть на весь экран













Олег ДудихинФото: пресс-служба Kept








Олег ДудихинФото: пресс-служба Kept




Во-первых, атомная станция — лидер антирейтинга по срокам строительства. Возведение АЭС от стадии «зеленой лужайки» в лучшем случае занимает около десяти лет, что в три-четыре раза дольше стройки угольной или газовой ТЭС сопоставимой мощности. Такие сроки обусловлены высокими требованиями к качеству сооружений, субподрядчикам и поставщикам, а также сложными согласованиями с регуляторами. Неконтролируемое затягивание строительства дополнительно увеличивает ценник и может сделать проект вовсе нерентабельным. В такой ситуации рыночное финансирование стройки не подходит, поэтому страна-вендор вынуждена выдавать на проекты льготные межгосударственные кредиты или придумывать сложные и не самые устойчивые схемы проектного финансирования.
Во-вторых, строительство АЭС в разы дороже проектов В�Э, газовой и угольной генерации. Удельная стоимость атомной станции в «минимальной комплектации» может оставлять около $3 тыс. за 1 кВт, а в «максимальной» (с оборудованием ведущих мировых производителей и максимальным количеством систем безопасности) — достигать $7,5 тыс.
Есть и сугубо политические риски: сроки реализации проекта АЭС выходят за рамки нескольких электоральных циклов для большинства стран, а значит, не исключено, что следующая правящая команда может потерять интерес к развитию атомной энергетики.Налицо и нехватка компетентных и экономически устойчивых компаний-застройщиков, в частности в Европе, США и Японии. Долговременная пауза в строительстве АЭС привела к ослаблению финансового состояния застройщиков и п",0,"

        Цена вопроса

    ",['Атомная энергетика'],"

            Менеджер практики по работе с компаниями сектора энергетики и коммунального хозяйства Kept Олег Дудихин о минусах и плюсах строительства АЭС

        ",https://www.kommersant.ru/doc/5593847,,0
293,293,"






Экономическая часть восьмого пакета антироссийских санкций ЕС, текст которого опубликован 6 октября, оказалась весьма разнообразной. В список запретов и ограничений попали как давно ожидавшиеся меры, вроде потолка цен на российскую нефть, так и неожиданный запрет на импорт металлургических полуфабрикатов — слябов. Санкции в отношении одних отраслей отличаются обтекаемостью формулировок, а запрет европейским юристам консультировать российские компании и граждан предельно конкретен. Впрочем, как обычно, для санкций в отношении наиболее чувствительных для самой европейской экономики рынков предусмотрены исключения и отсрочки.






Выйти из полноэкранного режима








Развернуть на весь экран













Новые жесткие европейские санкции светят российским металлургам через два годаФото: Дмитрий Лебедев, Коммерсантъ








Новые жесткие европейские санкции светят российским металлургам через два годаФото: Дмитрий Лебедев, Коммерсантъ




Металлургам дали отсрочку
Вопреки просьбам европейской сталелитейной отрасли, ЕС в новом пакете санкций запретил импорт российских слябов. Но санкции содержат важное исключение: полный запрет наступает 30 сентября 2024 года, а до этого срока слябы из России можно продолжать импортировать, но в объемах не больше уровня 2021 года (3,7 млн тонн в год). Санкции в основном затронут НЛМК Владимира Лисина, который поставляет слябы на свои прокатные заводы в Бельгии, Франции, Дании и �талии: в 2021 году объем отгрузок составил 2,4 млн тонн.
Лобби европейских металлургов Eurofer просило Еврокомиссию не вводить санкции на слябы, поскольку крупных поставщиков этой заготовки в мире немного, а 80% импорта стальных полуфабрикатов в ЕС приходится на Россию и Украину.После остановки украинских заводов альтернативы поставкам из России фактически нет. Так, есть несколько заводов в �ране, которые находятся под санкциями, а также североамериканские производители, которые обычно поставляют продукцию на свой внутренний рынок. В отчете BCS говоритс",0,"

        С возможностью дальнейших посляблений

    ",['Санкции против �\xa0оссии'],"

            Евросоюз проявил санкционную изобретательность

        ",https://www.kommersant.ru/doc/5595885,,1
294,294,"






Российский рынок может второй год подряд столкнуться с дефицитом зимнего дизтоплива, так как налоговая политика дестимулирует выпуск суррогатов, которые прежде покрывали до половины потребностей в этом виде топлива. В начале октября цены на зимнее дизтопливо на СПбМСТБ преодолели 70 тыс. руб. за тонну, увеличившись на 25% относительно прошлого года. В Минэнеро утверждают, что рынок будет сбалансирован, и не ожидают роста розничных цен. Однако, по мнению экспертов, проблема дефицита зимнего дизтоплива усугубится в этом году.






Выйти из полноэкранного режима








Развернуть на весь экран













Фото: Виктор Коротаев, Коммерсантъ








Фото: Виктор Коротаев, Коммерсантъ




Зимнее дизтопливо к началу октября подорожало на бирже СПбМТСБ примерно на 25% относительно прошлого года. Торги 6 октября завершились на отметке 70,1 тыс. руб. за тонну, а 3 октября цены достигали максимального уровня в истории — 73,3 тыс. руб. Цены на зимнее топливо растут второй год подряд из-за снижения производства суррогатного топлива (см. “Ъ” от 20 октября 2021 года).
Увеличение оптовых цен может привести к росту убытков для АЗС, которые стараются сдерживать рост цен уровнем инфляции. Если в этом году продажа бензина на заправках приносила значительную прибыль, то дизтопливом независимые операторы АЗС почти весь год торговали в убыток.


Удастся ли предотвратить дефицит зимнего топлива в России


Как следует из письма Минэнерго (копия есть у “Ъ”) в Госдуму и аппарат правительства от 13 сентября, для сдерживания цен на топливо может быть рассмотрен вариант сохранения в 2023 году «условных средних оптовых цен внутреннего рынка на уровне 2022 года» в формуле демпфера. В рамках демпфера нефтекомпании получают компенсации из бюджета за сдерживание цен на внутреннем рынке при росте мировых цен на нефтепродукты. Компенсация нефтяникам рассчитывается как часть разницы между экспортной ценой и условной (фиксированной) ценой внутреннего рынка. При этом в 2023 году условная цена дл",0,"

        Подготовка к дизтопительному сезону

    ",['�\xa0ынок бензина и дизтоплива'],"

            Цены на зимнее топливо растут в ожидании дефицита

        ",https://www.kommersant.ru/doc/5595943,,1
295,295,"






Турецкая авиакомпания Turkish Airlines сообщила, что вернет деньги за неиспользованные авиабилеты мобилизованным гражданам России, а также их ближайшим родственникам. Средства возвратят без штрафов и сборов. Для отмены и возврата билетов необходимо предоставить документ, подтверждающий статус военнообязанного. 
В сообщении компании, которое приводит «�нтерфакс», отмечается, возврат средств за билеты возможен для родственников военнообязанных первой категории — для родителей, супругов, детей. Для оформления возврата необходимо предоставить повестку и мобилизационное предписание. Также компания просит подтвердить отказ в обращении гражданина за разрешением на выезд с места жительства. 
28 сентября Минтранс сообщал, что российские перевозчики вернут средства за неиспользованные билеты мобилизованным гражданам, которые приобрели их до объявления частичной мобилизации 21 сентября. Российские авиакомпании «Аэрофлот», «Победа», «NordWind», «Россия», «Азимут» сообщили, что готовы  обеспечить возврат билетов для призывных россиян. Аналогичное заявление сделали в РЖД.
Лусине Баласян

",0,"

        Turkish Airlines вернет мобилизованным деньги за неиспользованные авиабилеты

    ",['Бизнес'],"

        Turkish Airlines вернет мобилизованным деньги за неиспользованные авиабилеты

    ",https://www.kommersant.ru/doc/5595916,,2
296,296,"






Сбербанк объявил о повышении ставок по рыночной ипотеке на 0,5 процентного пункта. Решение объясняет изменением «рыночных условий», в частности ростом доходности облигаций федерального займа.
«На ставки по ипотеке влияет ряд факторов помимо ключевой ставки Банка России. Так, в течение почти месяца наблюдался рост доходности облигаций федерального займа, как долгосрочных, так и краткосрочных, что повлияло на повышение ставок по ипотечным кредитам у ряда банков»,— сообщил представитель Сбербанка журналистам (цитата по «�нтерфаксу»).
Банк отмечает, что существующие рыночные условия «не позволяют сохранить» ставки на прежнем уровне «в течение такого длительного периода». Ставки в рамках госпрограмм и по ранее одобренным ипотечным кредитам останутся неизменными.
Летом Сбербанк снижал ставку по ипотеке на 0,6 процентного пункта. Минимальная ставка по рыночным программам составляла 9,9% годовых. Ключевая ставка Центробанка с 19 сентября составляет 7,5%.
Президент Владимир Путин накануне, 7 октября, подписал закон о кредитных каникулах по потребительским и ипотечным кредитам мобилизованным и членам их семей.
Подробнее о законе — в материале «Ъ» «Мобилизационные каникулы».
Леонид Уварчев

",0,"

        Сбербанк повысил ставки по ипотеке на 0,5 процентного пункта

    ",['Финансы'],"

        Сбербанк повысил ставки по ипотеке на 0,5 процентного пункта

    ",https://www.kommersant.ru/doc/5606040,,3
297,297,"








    Минувшую неделю рубль завершил сильным ослаблением позиций против ведущих мировых валют. В пятницу курс доллара на биржевых торгах Московской биржи закрылся выше уровня 61 руб./$, прибавив за неделю более 2,5 руб. Этому способствовало снижение предложения валюты со стороны экспортеров, а также рост спроса на нее со стороны локальных инвесторов на фоне восьмого пакета европейских санкций.











Банки
Прогноз курса доллара (руб./$)




Экспобанк
60.00-62.50


Банк Русский Стандарт
60.50-62.50


Банк Зенит
62.00


«БКС Мир инвестиций»
62.00-63.00


Консенсус-прогноз *
61.81



* Консенсус-прогноз рассчитывался как среднее арифметическое прогнозов аналитиков










Предыдущий слайд




«БКС Мир инвестиций»


Банк Зенит


Банк Русский Стандарт


Экспобанк









Следующий слайд












Денис Буйволов, аналитик


Российская валюта начала сдавать позиции
Наш прогноз по курсу рубля к доллару на будущую неделю — 59–63. Российская валюта начала сдавать позиции, несмотря на рост нефтяных цен. Во-первых, с временным лагом сказывается сентябрьское снижение сырьевых цен, вследствие чего мог сократиться объем поступления на рынок валютной выручки от экспортеров. Во-вторых, опасения введения санкций против НКЦ не оправдались, из-за чего могло убавиться число желающих как можно скорее избавиться от безналичных долларов и евро. Кроме того, отметим локальную слабость спроса на рублевый долг. На предстоящей неделе вероятно продолжение постепенного девальвационного движения с целями в зоне 62–63 руб./$.









Владимир Евстифеев, начальник аналитического управления


Ослабление рубля в среднесрочной перспективе будет умеренным
На валютном рынке ситуация складывается позитивно для рубля. Потенциальные ограничения, которые рынок ждал, не были реализованы. При этом решение ОПЕК+ по сокращению уровня добычи с ноября вызвало рост нефтяных котировок, в том числе и цен на российскую нефть. Высокие цены на нефть позволяют рассчитывать, что ослабление рубля в среднес",0,"

        Курс доллара. Прогноз на 10-14 октября

    ",['Валютные прогнозы'],"

            Мнения и прогнозы аналитиков о том, как будет вести себя рубль

        ",https://www.kommersant.ru/doc/5605709,,2
298,298,"






Долларовый индекс РТС на Мосбирже снижался до 998 пунктов (-4,4%). Он опустился ниже 1000 пунктов впервые с 27 апреля. �ндекс Мосбиржи также снижался на 3,5%, до 1942 пунктов. 
К 18:31 мск индекс PTC замедлил снижение, дойдя до отметки 1001,9 пункта (- 4,1%). �ндекс Мосбиржи достиг отметки 1943,19 пунктов. При этом доллар снижался всего на 0,05% (60,8 руб.), евро рос на 0,7% (59,8 руб.).
Актуальные курсы доллара, евро и юаня, а также котировки главных индексов и акций на Мосбирже доступны на специальной странице.
Лусине Баласян

",0,"

        �ндекс РТС опустился ниже 1000 пунктов впервые с апреля

    ",['Финансы'],"

        �ндекс РТС опустился ниже 1000 пунктов впервые с апреля

    ",https://www.kommersant.ru/doc/5605644,,1
299,299,"






Международные резервы России на 1 октября 2022 года составили $540,688 млрд. По сравнению с показателями на начало сентября их объем снизился на 4,41%, или на $24,972 млрд, сообщил Центральный банк России.
30 сентября объем международных резервов «под воздействием отрицательной переоценки» уменьшился на 1,6% (на $9 млрд) и составил $540,7 млрд.  
18 февраля объем резервов достиг исторического максимума — $643,2 млрд, а потом начал снижаться. В марте министр финансов Анатолий Силуанов сообщил, что половина золотовалютных резервов ($300 млрд из $640 млрд) России оказалась заморожена из-за санкций.

",0,"

        Международные резервы РФ за месяц сократились почти на $25 млрд

    ",['Динамика экономики �\xa0Ф'],"

        Международные резервы РФ за месяц сократились почти на $25 млрд

    ",https://www.kommersant.ru/doc/5605597,,1
300,300,"






Сегодня один из ведущих банков Японии, Mizuho Financial Group, объявил о покупке 19,99% крупного онлайн-брокера Rakuten Securities за 80 млрд иен ($552 млн). Ожидается, что сделка будет завершена уже в ноябре.
Mizuho эта сделка позволит получить доступ к технологиям и клиентам Rakuten Securities. В свою очередь Rakuten Securities готовится сейчас к выходу на биржу — такое решение принял ее основной владелец Rakuten Holdings. По мнению руководителей Rakuten Holdings, альянс крупного онлайн-брокера с одним из ведущих банков Японии привлечет дополнительное внимание инвесторов к IPO Rakuten Securities.
«Мы верим, что этот альянс приведет к росту стоимости акций Rakuten Securities Holdings»,— отметили в головной компании Rakuten Holdings.
Евгений Хвостик

",0,"

        Японский банк Mizuho покупает 20% онлайн-брокера Rakuten Securities за $550 млн

    ",['Финансы'],"

        Японский банк Mizuho покупает 20% онлайн-брокера Rakuten Securities за $550 млн

    ",https://www.kommersant.ru/doc/5605444,,0
